business_unit,lead_contact,title,job_level,industry,team,channel,lead_product,sales_qualified
business_unit_2,Lead,VP - Product (Demand Side),,Pharmaceutical,team_8,Tradeshow,product_48,0
business_unit_2,Lead,"Director, Strategic Accounts",,Pharmaceutical,team_8,Tradeshow,product_48,0
business_unit_2,Lead,Dir. of Sales and Business Dev,,Pharmaceutical,team_8,Tradeshow,product_48,0
business_unit_1,Contact,Insurance Coordinator/Supervisor,Staff-Level,Mental Health,team_3,Webinar,product_4,0
business_unit_1,Contact,Accounts Receivable,Staff-Level,Mental Health,team_3,Webinar,product_4,0
business_unit_1,Contact,,,Ambulatory Health Care Facilities,team_3,Webinar,product_4,0
business_unit_1,Contact,Insurance Billing Coordinator,Staff-Level,Mental Health,team_3,Webinar,product_4,0
business_unit_1,Contact,Insurance Billing Coordinator,Staff-Level,Mental Health,team_3,Webinar,product_4,0
business_unit_1,Contact,Billing Specialist,Staff-Level,Mental Health,team_3,Webinar,product_4,0
business_unit_1,Contact,Biller,Staff-Level,Billing Services,team_3,Webinar,product_4,1
business_unit_1,Contact,Administrative Director,Director-Level,Mental Health,team_3,Webinar,product_4,0
business_unit_1,Contact,Human Resources Manager/ Compliance Officer,Manager-Level,Ambulatory Health Care Facilities,team_5,Demo Request,product_16,0
business_unit_1,Lead,Consultant,Staff-Level,Physician,team_3,Webinar,product_34,0
business_unit_1,Lead,Owner,C-Level,Other Ambulatory Provider,team_3,Webinar,product_34,0
business_unit_1,Contact,RCM Specialist,Staff-Level,Physician,team_3,Webinar,product_34,0
business_unit_1,Contact,Business Office Manager,Manager-Level,Skilled Nursing Facility,team_1,Webinar,product_1,1
business_unit_1,Lead,,,Other Ambulatory Provider,team_3,PPC,product_7,1
business_unit_1,Lead,,,Physician,team_3,PPC,product_27,1
business_unit_3,Lead,CEO,C-Level,Health Plan / Payer,team_9,Webinar,product_13,0
business_unit_1,Contact,Office Manager,Manager-Level,PT/OT/Rehab,team_3,Inbound Call,product_4,0
business_unit_1,Lead,Billing,,Home Health,team_1,Demo Request,product_4,1
business_unit_1,Contact,Business Office Manager,Manager-Level,Skilled Nursing Facility,team_1,Webinar,product_27,0
business_unit_1,Contact,Patient Financial Services Manager,Manager-Level,Hospital,team_4,Webinar,product_5,0
business_unit_1,Contact,Insurance Billing Representative,,Hospital,team_4,Webinar,product_5,0
business_unit_1,Contact,Medicare Biller,Staff-Level,Hospital,team_4,Webinar,product_5,0
business_unit_3,Contact,Information Chief & Chief Data Science Officer,C-Level,Clinical Research,team_9,Webinar,product_13,0
business_unit_1,Lead,Admin,,Skilled Nursing Facility,team_1,Inbound Call,product_37,1
business_unit_1,Contact,Patient Accounting Representive,,Hospital,team_4,Webinar,product_5,0
business_unit_1,Contact,Insurance Biller,Staff-Level,Hospital,team_4,Webinar,product_5,0
business_unit_1,Contact,Patient Financial Services Coordinator,Staff-Level,Hospital,team_4,Webinar,product_5,0
business_unit_1,Contact,Customer Account Representative,,Hospital,team_4,Webinar,product_5,0
business_unit_1,Contact,President,,Assisted Living Facility,team_1,Inbound Call,product_4,0
business_unit_1,Lead,Manager,,Physician,team_3,Webinar,product_24,0
business_unit_1,Lead,Pharmacy Applications and Educational Manager,Manager-Level,Hospital,team_7,Demo Request,product_46,0
business_unit_1,Contact,Reimbursement Team Lead,Staff-Level,Mental Health,team_3,Demo Request,product_41,0
business_unit_1,Lead,Infection Prevention Manager Manager,Manager-Level,Hospital,team_7,Demo Request,product_32,0
business_unit_1,Lead,,,Physician,team_3,PPC,product_27,1
business_unit_1,Lead,,,Home Health,team_5,Demo Request,product_57,1
business_unit_1,Lead,,,Home Health,team_1,Demo Request,product_27,1
business_unit_1,Lead,Sr CDM Specialist,,Hospital,team_4,Webinar,product_34,0
business_unit_1,Lead,Business Office Manager,,Skilled Nursing Facility,team_1,Webinar,product_27,0
business_unit_1,Contact,COO,C-Level,Management Companies,team_5,Webinar,product_57,0
business_unit_1,Lead,Adviser,,Hospital,team_4,Webinar,product_34,0
business_unit_1,Contact,Lead Reimbursement Specialist,Staff-Level,Hospital,team_4,Webinar,product_34,0
business_unit_1,Contact,OWNER/RT,C-Level,Physician,team_3,Webinar,product_34,0
business_unit_1,Contact,Vp of informatics,Director-Level,Skilled Nursing Facility,team_5,Webinar,product_57,0
business_unit_1,Contact,Vice President of Finance,VP-Level,DME & Medical Supplies,team_3,Webinar,product_34,0
business_unit_1,Contact,OWNER,C-Level,Physician,team_3,Webinar,product_34,0
business_unit_1,Contact,Admissions Director,Director-Level,Skilled Nursing Facility,team_5,Webinar,product_57,0
business_unit_1,Contact,Business Manager,Manager-Level,Other Ambulatory Provider,team_3,Webinar,product_34,0
business_unit_1,Lead,"Manager, Medical Office",,Physician,team_3,Webinar,product_34,0
business_unit_1,Contact,Chief Executive Officer,C-Level,Physician,team_3,Webinar,product_34,0
business_unit_1,Contact,Revenue Cycle Manager,Manager-Level,Hospital,team_4,Webinar,product_34,0
business_unit_1,Lead,,,Other,team_3,Demo Request,product_7,1
business_unit_1,Lead,Billing,,Physician,team_3,Web Chat,product_41,1
business_unit_1,Contact,"Infection Preventionist BSN, RN, CNOR",,Health System,team_7,Demo Request,product_32,0
business_unit_1,Lead,"Manager, Billing and Collections",,Physician,team_3,Content Syndication,product_7,0
business_unit_1,Lead,VPO,VP-Level,Skilled Nursing Facility,team_1,Survey,product_5,0
business_unit_1,Lead,Nursing Home Administrator,Director-Level,Skilled Nursing Facility,team_1,Webinar,product_49,0
business_unit_1,Contact,RN,Provider-Level,Skilled Nursing Facility,team_1,Survey,product_5,0
business_unit_1,Contact,463772,Director-Level,Skilled Nursing Facility,team_1,Survey,product_5,0
business_unit_1,Contact,Consultant,Staff-Level,Skilled Nursing Facility,team_1,Survey,product_5,0
business_unit_1,Contact,Revenue Cycle Manager,Manager-Level,Health System,team_4,Webinar,product_41,0
business_unit_1,Contact,Billing Manager,Manager-Level,Hospice,team_1,Webinar,product_40,0
business_unit_1,Lead,Revenue Cycle Executive,,Mental Health,team_3,Demo Request,product_4,1
business_unit_1,Contact,CIO,C-Level,Hospice,team_1,Demo Request,product_28,0
business_unit_1,Lead,Biller,,Home Health,team_1,Web Chat,product_4,0
business_unit_1,Contact,"Senior Director, Billing & Coding",Director-Level,Ambulatory Health Care Facilities,team_3,Webinar,product_34,1
business_unit_1,Contact,"Director, Business Operations",Director-Level,Ambulatory Health Care Facilities,team_3,Webinar,product_34,1
business_unit_1,Contact,Integrator,,Physician,team_3,Webinar,product_34,0
business_unit_1,Contact,"Director, Finance",Director-Level,Ambulatory Health Care Facilities,team_3,Webinar,product_34,0
business_unit_1,Contact,Biller,Staff-Level,Ambulatory Health Care Facilities,team_4,Webinar,product_34,0
business_unit_1,Contact,Clinic Revenue Cycle Director,Director-Level,Ambulatory Health Care Facilities,team_3,Webinar,product_34,1
business_unit_1,Lead,Billing,,Home Health,team_1,Inbound Call,product_24,1
business_unit_1,Lead,Physical Therapist,,"Respiratory, Rehab & Restorative Service",team_3,Inbound Call,product_1,1
business_unit_1,Lead,Billing,,Consulting Services,team_4,Inbound Call,product_37,0
business_unit_1,Lead,,,Consulting Services,team_2,Demo Request,product_24,1
business_unit_1,Lead,Director of Quality Director,,Hospital,team_7,Demo Request,product_56,0
business_unit_1,Contact,Billing Manager,Manager-Level,Ambulatory Health Care Facilities,team_1,MDR Meeting,product_24,1
business_unit_1,Contact,"Vice President, Chief Medical Officer",C-Level,Hospice,team_1,Webinar,product_27,0
business_unit_1,Contact,,,Billing Services,team_3,PPC,product_7,0
business_unit_1,Lead,,,Mental Health,team_3,Demo Request,product_34,1
business_unit_1,Lead,Sr Director of Clinical Reimbursement,,Skilled Nursing Facility,team_1,Webinar,product_7,0
business_unit_3,Lead,CTO,,Health System,team_9,Webinar,product_12,0
business_unit_3,Lead,Founder/Director,,Other,team_9,Webinar,product_12,0
business_unit_1,Lead,Office Manager,,Hospital,team_4,Webinar,product_27,0
business_unit_1,Lead,,,Physician,team_3,Demo Request,product_4,1
business_unit_4,Lead,,,Pharmacy,team_11,Demo Request,product_60,0
business_unit_1,Lead,,,Mental Health,team_3,Demo Request,product_47,0
business_unit_1,Lead,Admissions Director,Director-Level,Skilled Nursing Facility,team_1,Webinar,product_27,0
business_unit_1,Contact,Billing,,Home Health,team_1,Inbound Call,product_4,0
business_unit_2,Lead,,,Other,team_12,Demo Request,product_51,0
business_unit_1,Contact,Admissions Manager,Manager-Level,Skilled Nursing Facility,team_1,Webinar,product_27,0
business_unit_1,Contact,Admin,Staff-Level,Home Health,team_1,Webinar,product_27,0
business_unit_1,Contact,Director of billing,Director-Level,Skilled Nursing Facility,team_1,Webinar,product_27,0
business_unit_1,Contact,Registration Manager,Manager-Level,Hospital,team_4,Webinar,product_27,0
business_unit_1,Contact,,,Skilled Nursing Facility,team_1,Webinar,product_7,0
business_unit_1,Contact,Patient Access/Registration/Scheduling Manager,Manager-Level,Health System,team_4,Webinar,product_27,0
business_unit_1,Contact,Admin Counselor,,Skilled Nursing Facility,team_1,Webinar,product_27,0
business_unit_1,Contact,Revenue Cycle Manager,Manager-Level,Skilled Nursing Facility,team_1,Webinar,product_27,0
business_unit_1,Contact,Office Manager,,Home Health,team_1,Webinar,product_27,0
business_unit_1,Contact,Intake Coordinator,Staff-Level,Hospice,team_1,Webinar,product_27,0
business_unit_1,Contact,PROVIDER,Provider-Level,Assisted Living Facility,team_1,Webinar,product_7,0
business_unit_1,Contact,Co-Founder,C-Level,Software Vendor,team_2,Demo Request,product_7,0
business_unit_1,Contact,Business Office Manager,Manager-Level,Skilled Nursing Facility,team_1,Webinar,product_7,0
business_unit_1,Contact,Pharmacist,Director-Level,Pharmacy,team_3,Webinar,product_27,0
business_unit_1,Lead,Billing,,"Respiratory, Rehab & Restorative Service",team_3,Inbound Call,product_1,1
business_unit_1,Contact,business office rep,Staff-Level,Hospital,team_4,MDR Meeting,product_1,0
business_unit_1,Lead,Nurse Manager,,Hospital,team_4,Webinar,product_49,0
business_unit_1,Contact,"Director, Finance Mrh",Director-Level,Health System,team_4,Content Syndication,product_49,0
business_unit_1,Contact,"Director, Revenue Cycle and Compliance",Director-Level,Physician,team_3,Content Syndication,product_49,0
business_unit_1,Contact,Corporate Billing Manager,Manager-Level,Home Health,team_1,Webinar,product_7,0
business_unit_1,Contact,Director of Revenue Cycle,Director-Level,Nursing Service,team_3,Content Syndication,product_49,0
business_unit_1,Contact,CFO,C-Level,Skilled Nursing Facility,team_1,Webinar,product_5,0
business_unit_1,Contact,Managed Care Billing Specialist,Staff-Level,Skilled Nursing Facility,team_1,Webinar,product_7,0
business_unit_1,Contact,MDS Coordinator,Staff-Level,Skilled Nursing Facility,team_1,Webinar,product_7,0
business_unit_1,Lead,Billing,,Home Health,team_1,Inbound Call,product_1,0
business_unit_1,Contact,Billing Supervisor,Staff-Level,Ambulatory Health Care Facilities,team_1,MDR Meeting,product_37,0
business_unit_1,Contact,supervisor of registration,Staff-Level,Hospital,team_4,Webinar,product_27,0
business_unit_1,Lead,RFP Contact,,Hospital,team_4,Demo Request,product_7,0
business_unit_1,Lead,COO and Support Services Director and Asst Program Director,,Hospital,team_4,Demo Request,product_7,0
business_unit_1,Lead,Director Revenue Cycle,Director-Level,Skilled Nursing Facility,team_1,Case Study,product_5,0
business_unit_1,Lead,RFP Contact,,Hospital,team_4,Demo Request,product_7,0
business_unit_1,Lead,RFP Contact,,Hospital,team_4,Demo Request,product_7,0
business_unit_1,Lead,Admin,,Behavioral Health & Social Service,team_3,PBP,product_7,0
business_unit_1,Contact,"Manager, Business Office",Manager-Level,Mental Health,team_3,Case Study,product_5,0
business_unit_1,Lead,Chief Financial Officer,,Hospital,team_4,Demo Request,product_47,1
business_unit_1,Lead,Biller,,Physician,team_3,Web Chat,product_37,1
business_unit_1,Lead,Billing Manager,,Skilled Nursing Facility,team_1,Inbound Call,product_24,1
business_unit_1,Contact,Owner,C-Level,Physician,team_3,Demo Request,product_7,0
business_unit_1,Contact,Director of Patient Accounts,Director-Level,Ambulatory Health Care Facilities,team_3,Webinar,product_7,0
business_unit_1,Contact,Manager,Staff-Level,Chiropractic,team_3,Webinar,product_7,0
business_unit_2,Lead,Head Clinical R&D Pharma,,Pharmaceutical,team_8,Webinar,product_61,0
business_unit_1,Contact,Owner,C-Level,Home Health,team_1,Inbound Call,product_37,0
business_unit_3,Contact,CIO,C-Level,,team_9,Demo Request,product_8,0
business_unit_1,Lead,Biller,,DME & Medical Supplies,team_3,Inbound Call,product_1,0
business_unit_2,Lead,,,Consulting Services,team_12,Demo Request,product_51,0
business_unit_1,Lead,Rvp,VP-Level,Hospital,team_1,Webinar,product_49,0
business_unit_1,Lead,,,DME & Medical Supplies,team_3,Demo Request,product_4,0
business_unit_1,Lead,,,"Respiratory, Rehab & Restorative Service",team_3,Webinar,product_27,0
business_unit_1,Lead,"Consultant Psychiatrist, Founder, Chief Executive Officer",,Physician,team_3,Webinar,product_40,0
business_unit_1,Contact,Billing,,Mental Health,team_3,MDR Meeting,product_40,0
business_unit_1,Lead,,,Other Ambulatory Provider,team_3,PPC,product_27,1
business_unit_1,Contact,Billing,Provider-Level,Mental Health,team_3,MDR Meeting,product_40,1
business_unit_1,Contact,Owner,,Physician,team_3,MDR Meeting,product_40,1
business_unit_1,Lead,Manager,Manager-Level,Mental Health,team_3,MDR Meeting,product_40,0
business_unit_1,Contact,Billing,,Other Ambulatory Provider,team_3,MDR Meeting,product_40,0
business_unit_1,Contact,Billing,,Mental Health,team_3,MDR Meeting,product_40,1
business_unit_1,Contact,Office Manager,C-Level,PT/OT/Rehab,team_3,Webinar,product_27,1
business_unit_1,Contact,Executive Director of Patient Financial Services,Director-Level,Physician,team_3,Webinar,product_7,0
business_unit_1,Contact,Business Manager,Manager-Level,Skilled Nursing Facility,team_1,Webinar,product_7,0
business_unit_1,Contact,Billing Manager,Manager-Level,Hospital,team_4,Webinar,product_7,0
business_unit_1,Contact,Billing Manager,Manager-Level,Physician,team_3,Webinar,product_7,0
business_unit_1,Contact,Denial Analyst,Staff-Level,Health System,team_4,Webinar,product_7,0
business_unit_1,Lead,Owner,,Transportation Services,team_3,Inbound Call,product_37,1
business_unit_1,Lead,Executive Director,,Ambulatory Health Care Facilities,team_5,Content Syndication,product_57,0
business_unit_1,Lead,CEO,,Hospital,team_5,Content Syndication,product_57,0
business_unit_1,Lead,"Chief Officer Human Resources, Trinity Michigan",,Hospital,team_5,Content Syndication,product_57,0
business_unit_1,Lead,Nurse Manager,,Health System,team_5,Content Syndication,product_57,0
business_unit_1,Lead,Nurse Manager,,Hospital,team_5,Content Syndication,product_57,0
business_unit_1,Contact,Executive Director,Director-Level,Assisted Living Facility,team_5,Content Syndication,product_57,0
business_unit_1,Contact,"Director, Nursing",Director-Level,Home Health,team_5,Content Syndication,product_57,0
business_unit_1,Contact,Nurse Manager,Manager-Level,Transportation Services,team_5,Content Syndication,product_57,0
business_unit_1,Contact,Chief Operating Officer,C-Level,Physician,team_5,Content Syndication,product_57,0
business_unit_1,Contact,Infection Prevention,Provider-Level,Skilled Nursing Facility,team_5,Content Syndication,product_57,0
business_unit_1,Lead,"Manager, Billing",Manager-Level,Physician,team_3,Webinar,product_27,0
business_unit_1,Lead,auth,,Physician,team_3,Webinar,product_27,0
business_unit_1,Lead,,,,team_3,Webinar,product_27,1
business_unit_1,Contact,Director of Patient Finances,Director-Level,Hospital,team_4,Webinar,product_7,0
